,目次,聲,等,呼,韻部,調,攝,反切,寬式中古擬音,廣通中古拼音,推導南京音,字,修改避重複音,改後擬音,改後拼音,小韻字數,平水韻目,訛字
141,上平5支,滂,三,開,支A,平,止,匹支,pʰiɪ˧˧,phiï,pi1,𤿎,,pʰiɪ˧˧,phiï,1,支,
181,上平6脂,滂,三,開,脂A,平,止,匹夷,pʰi˧˧,phi,pi1,紕㩺𦀘𧧺悂𢞗,,pʰi˧˧,phi,6,支,
311,上平12齊,滂,四,開,齊,平,蟹,匹迷,pʰiɛi˧˧,phiei,pi1,磇(砒)𨻼𠜱𪄆錍批鈚,,pʰiɛi˧˧,phiei,7,齊,
109,上平5支,並,三,開,支B,平,止,符羈,bɨɪ˧˧,byï,pi2,皮疲郫罷㯅犤,,bɨɪ˧˧,byï,6,支,
117,上平5支,並,三,開,支A,平,止,符支,biɪ˧˧,biï,pi2,陴𩫫焷脾䴽埤裨蜱𧓎螷蠯㯅郫𪌈紕,,biɪ˧˧,biï,15,支,
147,上平6脂,並,三,開,脂A,平,止,房脂,bi˧˧,bi,pi2,𣬈毗比琵㮰芘沘貔豼膍肶蚍𧖈枇仳𨈚魮鈚𦳈𦊁阰𧑜鵧,,bi˧˧,bi,23,支,
310,上平12齊,並,四,開,齊,平,蟹,部迷,biɛi˧˧,biei,pi2,鼙鞞椑膍崥㼰笓,,biɛi˧˧,biei,7,齊,
1237,上4紙,滂,三,開,支B,上,止,匹靡,pʰɨɪ˨˦ 'x,phyḯ,pi3,㱟紴披,,pʰɨɪ˨˦ 'x,phyḯ,3,紙,
1238,上4紙,滂,三,開,支A,上,止,匹婢,pʰiɪ˨˦ 'x,phiḯ,pi3,諀庀吡疕仳䚹,,pʰiɪ˨˦ 'x,phiḯ,6,紙,
1395,上11薺,滂,四,開,齊,上,蟹,匹米,pʰiɛi˨˦ 'x,phiéi,pi3,䫌痞,,pʰiɛi˨˦ 'x,phiéi,1,薺,
2159,去5寘,滂,三,開,支B,去,止,披義,pʰɨɪ˧˩ 'h,phyï̀,pi4,帔秛襬,,pʰɨɪ˧˩ 'h,phyï̀,3,寘,
2169,去5寘,滂,三,開,支A,去,止,匹賜,pʰiɪ˧˩ 'h,phiï̀,pi4,譬㵨,,pʰiɪ˧˩ 'h,phiï̀,2,寘,
2215,去6至,滂,三,開,脂A,去,止,匹寐,pʰi˧˩ 'h,phì,pi4,屁䊧,,pʰi˧˩ 'h,phì,2,寘,
2378,去12霽,滂,四,開,齊,去,蟹,匹詣,pʰiɛi˧˩ 'h,phièi,pi4,媲䠘睥渒濞𣹮𠞇,,pʰiɛi˧˩ 'h,phièi,7,霽,
2418,去13祭,滂,三,開,祭A,去,蟹,匹蔽,pʰiɛj˧˩ 'h,phièj,pi4,潎,,pʰiɛj˧˩ 'h,phièj,1,霽,
3715,入24職,滂,三,開,蒸,入,曾,芳逼,pʰɨk˥,phyk,pi5,堛愊踾𤗚𩜰揊稫副畐䦼𢾇㽬疈,,pʰɨk˥,phyk,13,職,
3290,入5質,滂,三,開,眞A,入,臻,譬吉,pʰit˥,phit,pi5,匹鷝𠯔䏘,,pʰit˥,phit,4,質,
3672,入23錫,滂,四,開,青,入,梗,普擊,pʰiɛk˥,phiek,pi5,劈霹澼憵䤨癖僻,,pʰiɛk˥,phiek,7,錫,
3663,入22昔,滂,三,開,清,入,梗,芳辟,pʰiæk˥,phiäk,pi5,僻辟癖廦𠪮,,pʰiæk˥,phiäk,4,陌,
683,下平4宵,滂,三,開,宵A,平,效,撫招,pʰiæu˧˧,phiäu,piao1,嫖爂漂杓𩙒旚犥鏢僄𪅃飄慓彯摽𧽤𨄏翲瞟螵嘌𦠎,,pʰiæu˧˧,phiäu,21,蕭,
1039,下平20幽,並,三,開,幽,平,流,皮彪,biu˧˧,biu,piao2,淲瀌𩖛,,biu˧˧,biu,3,尤,
673,下平4宵,並,三,開,宵A,平,效,符霄,biæu˧˧,biäu,piao2,瓢飄剽薸𣞈螵,,biæu˧˧,biäu,6,蕭,
1685,上30小,滂,三,開,宵A,上,效,敷沼,pʰiæu˨˦ 'x,phiä́u,piao3,縹醥犥顠皫篻瞟膘,,pʰiæu˨˦ 'x,phiä́u,8,篠,
1697,上30小,滂,三,開,宵B,上,效,滂表,pʰɨæu˨˦ 'x,phyä́u,piao3,麃,,pʰɨæu˨˦ 'x,phyä́u,1,篠,
2773,去35笑,滂,三,開,宵A,去,效,匹妙,pʰiæu˧˩ 'h,phiä̀u,piao4,剽彯㬓漂僄翲䏇勡摽嫖慓票,,pʰiæu˧˩ 'h,phiä̀u,11,嘯,
614,下平2仙,滂,三,開,仙A,平,山,芳連,pʰiæn˧˧,phiän,piän1,篇偏翩媥㾫扁萹犏,,pʰiæn˧˧,phiän,7,先,
590,下平1先,並,四,開,先,平,山,部田,biɛn˧˧,bien,piän2,駢蹁蠙骿軿㼐胼跰楄賆玭琕,,biɛn˧˧,bien,12,先,
615,下平2仙,並,三,開,仙A,平,山,房連,biæn˧˧,biän,piän2,便緶楩平諞㛹箯𧍲楄,,biæn˧˧,biän,9,先,
1659,上28獮,滂,三,開,仙B,上,山,披免,pʰɨæn˨˦ 'x,phyä́n,piän3,鴘,,pʰɨæn˨˦ 'x,phyä́n,1,銑,
2708,去32霰,滂,四,開,先,去,山,普麵,pʰiɛn˧˩ 'h,phièn,piän4,片䏒㸤,,pʰiɛn˧˩ 'h,phièn,3,霰,
2744,去33線,滂,三,開,仙A,去,山,匹戰,pʰiæn˧˩ 'h,phiä̀n,piän4,騗(騙)偏,,pʰiæn˧˩ 'h,phiä̀n,2,霰,
3485,入16屑,滂,四,開,先,入,山,普蔑,pʰiɛt˥,phiet,pie5,撆丿𢠳瞥䭱䋢嫳䫾鐅暼,,pʰiɛt˥,phiet,10,屑,
3514,入17薛,滂,三,開,仙A,入,山,芳滅,pʰiæt˥,phiät,pie5,瞥潎憋癟,,pʰiæt˥,phiät,4,屑,
421,上平17眞,滂,三,開,眞A,平,臻,匹賓,pʰin˧˧,phin,pin1,繽䎙𩴱𢣐𩰝,,pʰin˧˧,phin,5,眞,
451,上平17眞,滂,三,開,眞B,平,臻,普巾,pʰɨn˧˧,phyn,pin1,砏虨,,pʰɨn˧˧,phyn,2,眞,
968,下平16蒸,滂,三,開,蒸,平,曾,披冰,pʰɨŋ˧˧,phyng,pin1,砯,,pʰɨŋ˧˧,phyng,1,蒸,
938,下平15青,滂,四,開,青,平,梗,普丁,pʰiɛŋ˧˧,phieng,pin1,竮俜甹𢖊艵頩姘覮拼,,pʰiɛŋ˧˧,phieng,8,青,
875,下平12庚,並,三,開,庚,平,梗,符兵,bɨæŋ˧˧,byäng,pin2,平評苹枰泙坪胓蚲,,bɨæŋ˧˧,byäng,8,庚,
422,上平17眞,並,三,開,眞A,平,臻,符眞,bin˧˧,bin,pin2,頻蘋薲嬪㰋玭蠙獱顰𧭹嚬𩴱𦇖𡤉,,bin˧˧,bin,14,眞,
429,上平17眞,並,三,開,眞B,平,臻,符巾,bɨn˧˧,byn,pin2,貧𡧋,,bɨn˧˧,byn,2,眞,
951,下平16蒸,並,三,開,蒸,平,曾,扶冰,bɨŋ˧˧,byng,pin2,凭馮憑淜㵗,,bɨŋ˧˧,byng,5,蒸,
943,下平15青,並,四,開,青,平,梗,薄經,biɛŋ˧˧,bieng,pin2,瓶缾蛢䶄屏荓䈂軿萍蓱竮郱畊洴箳,,biɛŋ˧˧,bieng,15,青,
1999,上47寑,滂,三,開,侵B,上,深,丕飲,pʰɨm˨˦ 'x,phým,pin3,品,,pʰɨm˨˦ 'x,phým,1,寑,
1913,上41迥,滂,四,開,青,上,梗,匹迥,pʰiɛŋ˨˦ 'x,phiéng,pin3,頩,,pʰiɛŋ˨˦ 'x,phiéng,1,迥,
2981,去45勁,滂,三,開,清,去,梗,匹正,pʰiæŋ˧˩ 'h,phiä̀ng,pin4,聘娉俜,,pʰiæŋ˧˩ 'h,phiä̀ng,3,敬,
2568,去21震,滂,三,開,眞A,去,臻,匹刃,pʰin˧˩ 'h,phìn,pin4,𣎵𨷚䚔,,pʰin˧˩ 'h,phìn,3,震,
752,下平8戈,滂,一,合,戈,平,果,滂禾,pʰuɒ˧˧,phuö,po1,頗𨸭坡玻,,pʰuɒ˧˧,phuö,4,歌,
743,下平8戈,並,一,合,戈,平,果,薄波,buɒ˧˧,buö,po2,婆鄱皤繁搫蔢媻𩕏碆,,buɒ˧˧,buö,9,歌,
1757,上34果,滂,一,合,戈,上,果,普火,pʰuɒ˨˦ 'x,phuö́,po3,叵駊頗𡽠,,pʰuɒ˨˦ 'x,phuö́,4,哿,
2844,去39過,滂,一,合,戈,去,果,普過,pʰuɒ˧˩ 'h,phuö̀,po4,破頗,,pʰuɒ˧˩ 'h,phuö̀,2,箇,
3417,入13末,滂,一,合,桓,入,山,普活,pʰuat˥,phuat,po5,鏺𢯸𨂩㧊䣪𨡩𣸍𥄱鱍𧘟𦫔䍨𠷑,,pʰuat˥,phuat,13,曷,
3380,入11沒,滂,一,合,魂,入,臻,普没,pʰuot˥,phuot,po5,䪬昢哱㛘馞,,pʰuot˥,phuot,5,月,
3577,入19鐸,滂,一,合,唐,入,宕,匹各,pʰuak˥,phuak,po5,𩔈奤濼䨰粕膊𦢸䪙搏胉蒪𥴮𦿍𦥭𦐦,,pʰuak˥,phuak,15,藥,
3273,入4覺,滂,二,開,江,入,江,匹角,pʰʅɒk˥,phrök,po5,璞㩧樸朴㹒攴墣圤颮鞄謈𤆝𥛟㺪𧴤,,pʰʅɒk˥,phrök,15,覺,
1031,下平19侯,並,一,開,侯,平,流,薄侯,bu˧˧,bu,pou2,裒䯽捊抔掊䏽𩚭䍌箁䎧,,bu˧˧,bu,9,尤,
1966,上45厚,滂,一,開,侯,上,流,普后,pʰu˨˦ 'x,phú,pou3,剖婄蔀䳝䯽,,pʰu˨˦ 'x,phú,5,有,
3064,去50候,滂,一,開,侯,去,流,匹候,pʰu˧˩ 'h,phù,pou4,仆踣䞳㰴豧,,pʰu˧˩ 'h,phù,5,宥,
296,上平11模,滂,一,開,模,平,遇,普胡,pʰo˧˧,pho,pu1,鋪𥠵鯆𩹲𨁏痡誧豧墲陠䮒𢼹,,pʰo˧˧,pho,12,虞,
279,上平11模,並,一,開,模,平,遇,薄胡,bo˧˧,bo,pu2,酺匍蜅荹䔕樸菩蒲蒱䈻葡,,bo˧˧,bo,10,虞,
1390,上10姥,滂,一,開,模,上,遇,滂古,pʰo˨˦ 'x,phó,pu3,普溥誧浦烳,,pʰo˨˦ 'x,phó,5,麌,
2355,去11暮,滂,一,開,模,去,遇,普故,pʰo˧˩ 'h,phò,pu4,怖悑鋪誧𤸵(𤵗),,pʰo˧˩ 'h,phò,5,遇,
3195,入1屋,滂,一,開,東,入,通,普木,pʰuk˥,phuk,pu5,扑(撲)醭濼墣𥣜𪔿攴骲𪐙䴆樸僕,,pʰuk˥,phuk,11,屋,
798,下平9麻,溪,二,開,麻,平,假,苦加,kʰʅa˧˧,khra,qa1,䶗㤉𡤫,,kʰʅa˧˧,khra,3,麻,
804,下平9麻,溪,二,開,麻,平,假,乞加,kʰʅa˧˧,khra,qa1,𣘟,改群母 近加切,gʅa˧˧,gra,1,麻,
1779,上35馬,溪,二,開,麻,上,假,苦下,kʰʅa˨˦ 'x,khrá,qa3,跒,,kʰʅa˨˦ 'x,khrá,1,馬,
2867,去40禡,溪,二,開,麻,去,假,枯駕,kʰʅa˧˩ 'h,khrà,qa4,髂𩩱疴𧩶㰤𠳌,,kʰʅa˧˩ 'h,khrà,6,禡,
3840,入31洽,溪,二,開,咸,入,咸,苦洽,kʰʅæp˥,khräp,qa5,恰掐䁍㓣䶢帢𠕣𢂿㡊𣁴,,kʰʅæp˥,khräp,10,洽,
3868,入34乏,溪,三,合,凡,入,咸,起法,kʰʉɒp˥,khüöp,qa5,猲,,kʰʉɒp˥,khüöp,2,洽,姂(赴乏切非起乏切)
3426,入14黠,溪,二,開,山,入,山,恪八,kʰʅæt˥,khrät,qa5,𤫶(葜)擖劼鬝𩮁𠛉㓤硈𦸉䂒咭𢼣,,kʰʅæt˥,khrät,12,黠,
3448,入15鎋,溪,二,開,刪,入,山,枯鎋,kʰʅat˥,khrat,qa5,𥴭楬磍趏,,kʰʅat˥,khrat,4,黠,
81,上平4江,溪,二,開,江,平,江,苦江,kʰʅɒŋ˧˧,khröng,qang1,腔𤟄羫控椌悾跫涳崆𩩝㾤㼹,,kʰʅɒŋ˧˧,khröng,12,江,
813,下平10陽,溪,三,開,陽,平,宕,去羊,kʰɨaŋ˧˧,khyang,qang1,羌猐𡸓蜣,,kʰɨaŋ˧˧,khyang,4,陽,
833,下平10陽,群,三,開,陽,平,宕,巨良,gɨaŋ˧˧,gyang,qang2,強彊䲔勥,,gɨaŋ˧˧,gyang,4,陽,
2919,去41漾,溪,三,開,陽,去,宕,丘亮,kʰɨaŋ˧˩ 'h,khyàng,qang4,唴𥇉羻,,kʰɨaŋ˧˩ 'h,khyàng,3,漾,
696,下平5肴,溪,二,開,肴,平,效,口交,kʰʅau˧˧,khrau,qao1,敲跤骹膠㤍磽䂭礉鄗墝頝𠐋𦫶,,kʰʅau˧˧,khrau,11,肴,
657,下平3蕭,溪,四,開,蕭,平,效,苦幺,kʰiɛu˧˧,khieu,qao1,鄡郻𡩇墽𢿣(敲),,kʰiɛu˧˧,khieu,5,蕭,
681,下平4宵,溪,三,開,宵A,平,效,去遙,kʰiæu˧˧,khiäu,qao1,蹻繑趬蹺䫞㚠,,kʰiæu˧˧,khiäu,6,蕭,
686,下平4宵,溪,三,開,宵B,平,效,起嚻,kʰɨæu˧˧,khyäu,qao1,趫憍橇鞽,,kʰɨæu˧˧,khyäu,4,蕭,
678,下平4宵,群,三,開,宵B,平,效,巨嬌,gɨæu˧˧,gyäu,qao2,喬橋趫僑㝯鐈鷮㠐毊轎嬌蕎蟜蹻𦒓䀉,,gɨæu˧˧,gyäu,16,蕭,
684,下平4宵,群,三,開,宵A,平,效,渠遙,giæu˧˧,giäu,qao2,翹荍𧄍嘺䎗,,giæu˧˧,giäu,6,蕭,𤖻(時遙切非渠遙切)
1699,上31巧,溪,二,開,肴,上,效,苦絞,kʰʅau˨˦ 'x,khráu,qao3,巧䲾,,kʰʅau˨˦ 'x,khráu,2,巧,
1674,上29篠,溪,四,開,蕭,上,效,苦皎,kʰiɛu˨˦ 'x,khiéu,qao3,磽䂪,,kʰiɛu˨˦ 'x,khiéu,2,篠,
2761,去34嘯,溪,四,開,蕭,去,效,苦弔,kʰiɛu˧˩ 'h,khièu,qao4,竅撽𢵿撬,,kʰiɛu˧˩ 'h,khièu,2,嘯,
2778,去35笑,溪,三,開,宵B,去,效,丘召,kʰɨæu˧˩ 'h,khyä̀u,qao4,趬𠿕㢗譑㚁,,kʰɨæu˧˩ 'h,khyä̀u,5,嘯,
2786,去35笑,群,三,開,宵A,去,效,巨要,giæu˧˩ 'h,giä̀u,qao4,翹,,giæu˧˩ 'h,giä̀u,1,嘯,
2793,去36效,溪,二,開,肴,去,效,苦敎,kʰʅau˧˩ 'h,khràu,qao4,敲礉巧,,kʰʅau˧˩ 'h,khràu,3,效,
1411,上12蟹,溪,二,開,佳,上,蟹,苦蟹,kʰʅɛ˨˦ 'x,khré,qä3,䒓𡢖(𦞉),,kʰʅɛ˨˦ 'x,khré,3,蟹,
2465,去15卦,溪,二,開,佳,去,蟹,苦賣,kʰʅɛ˧˩ 'h,khrè,qä4,𡢖𨛖,,kʰʅɛ˧˩ 'h,khrè,2,卦,
476,上平22元,溪,三,開,元,平,山,丘言,kʰɨon˧˧,khyon,qän1,攑䞿,,kʰɨon˧˧,khyon,2,元,
587,下平1先,溪,四,開,先,平,山,苦堅,kʰiɛn˧˧,khien,qän1,牽縴郉(邢)汧蚈𪊑掔岍雃,,kʰiɛn˧˧,khien,9,先,
637,下平2仙,溪,三,開,仙B,平,山,去乾,kʰɨæn˧˧,khyän,qän1,愆䇂諐𠎝褰騫䙭𧽐攐㗔,,kʰɨæn˧˧,khyän,10,先,
551,上平27刪,溪,二,開,刪,平,山,丘姦,kʰʅan˧˧,khran,qän1,馯,改群母 近姦切,gʅan˧˧,gran,1,刪,
552,上平27刪,溪,二,開,刪,平,山,可顔,kʰʅan˧˧,khran,qän1,豻鬜,,kʰʅan˧˧,khran,2,刪,
558,上平28山,溪,二,開,山,平,山,苦閑,kʰʅæn˧˧,khrän,qän1,慳𧢞顅掔鬝羥臤𩋆,,kʰʅæn˧˧,khrän,8,刪,
1142,下平26咸,溪,二,開,咸,平,咸,苦咸,kʰʅæm˧˧,khräm,qän1,鵮𢽣嵁厱𠔺,,kʰʅæm˧˧,khräm,5,咸,
1150,下平27銜,溪,二,開,銜,平,咸,口銜,kʰʅam˧˧,khram,qän1,嵌,,kʰʅam˧˧,khram,1,咸,
1154,下平28嚴,溪,三,開,嚴,平,咸,丘嚴,kʰɨɒm˧˧,khyöm,qän1,㪁厱,,kʰɨɒm˧˧,khyöm,2,咸,
1114,下平24鹽,溪,三,開,鹽B,平,咸,丘廉,kʰɨæm˧˧,khyäm,qän1,𢜩𨦄,,kʰɨæm˧˧,khyäm,2,鹽,
1128,下平25添,溪,四,開,添,平,咸,苦兼,kʰiɛm˧˧,khiem,qän1,謙䌠,,kʰiɛm˧˧,khiem,2,鹽,
481,上平22元,群,三,開,元,平,山,巨言,gɨon˧˧,gyon,qän2,𥴤赶,,gɨon˧˧,gyon,2,元,
636,下平2仙,群,三,開,仙B,平,山,渠焉,gɨæn˧˧,gyän,qän2,乾虔犍鍵鰬𨜻騝榩揵𠢅掮,,gɨæn˧˧,gyän,9,先,
1118,下平24鹽,群,三,開,鹽B,平,咸,巨淹,gɨæm˧˧,gyäm,qän2,箝鉗𢁮鉆黚拑黔羬鳹雂鍼鈐,,gɨæm˧˧,gyäm,12,鹽,
1123,下平24鹽,群,三,開,鹽A,平,咸,巨鹽,giæm˧˧,giäm,qän2,鍼,,giæm˧˧,giäm,1,鹽,
1601,上26產,溪,二,開,山,上,山,起限,kʰʅæn˨˦ 'x,khrä́n,qän3,齦,,kʰʅæn˨˦ 'x,khrä́n,1,潸,
2038,上50琰,溪,三,開,鹽B,上,咸,丘檢,kʰɨæm˨˦ 'x,khyä́m,qän3,𩑳嵰,,kʰɨæm˨˦ 'x,khyä́m,2,琰,
2050,上50琰,溪,三,開,鹽A,上,咸,謙琰,kʰiæm˨˦ 'x,khiä́m,qän3,脥,,kʰiæm˨˦ 'x,khiä́m,1,琰,
2056,上51忝,溪,四,開,添,上,咸,苦簟,kʰiɛm˨˦ 'x,khiém,qän3,嗛歉慊膁,,kʰiɛm˨˦ 'x,khiém,4,琰,
2063,上52儼,溪,三,開,嚴,上,咸,丘广,kʰɨɒm˨˦ 'x,khyö́m,qän3,欦厱,,kʰɨɒm˨˦ 'x,khyö́m,3,琰,
2067,上53豏,溪,二,開,咸,上,咸,苦減,kʰʅæm˨˦ 'x,khrä́m,qän3,㦿𢜩歉撖䫡𣓅槏,,kʰʅæm˨˦ 'x,khrä́m,7,豏,
2080,上54檻,溪,二,開,銜,上,咸,丘檻,kʰʅam˨˦ 'x,khrám,qän3,䫡,,kʰʅam˨˦ 'x,khrám,1,豏,
1617,上27銑,溪,四,開,先,上,山,牽繭,kʰiɛn˨˦ 'x,khién,qän3,𥧬豤䵖蜸,,kʰiɛn˨˦ 'x,khién,4,銑,
1627,上28獮,溪,三,開,仙A,上,山,去演,kʰiæn˨˦ 'x,khiä́n,qän3,遣繾䭤𥳐㹂𠳋𨺫𩝡,,kʰiæn˨˦ 'x,khiä́n,8,銑,
1520,上20阮,溪,三,開,元,上,山,去偃,kʰɨon˨˦ 'x,khyón,qän3,𧥛,,kʰɨon˨˦ 'x,khyón,1,阮,
3151,去56𣕊,溪,四,開,添,去,咸,苦念,kʰiɛm˧˩ 'h,khièm,qän4,傔,,kʰiɛm˧˩ 'h,khièm,1,豔,
3155,去57釅,溪,三,開,嚴,去,咸,丘釅,kʰɨɒm˧˩ 'h,khyö̀m,qän4,㪁𤬰,改群母 近釅切,gɨɒm˧˩ 'h,gyö̀m,2,豔,
3179,去57釅,溪,三,開,嚴,去,咸,去劔,kʰɨɒm˧˩ 'h,khyö̀m,qän4,欠㐸,,kʰɨɒm˧˩ 'h,khyö̀m,2,豔,
3161,去58陷,溪,二,開,咸,去,咸,口陷,kʰʅæm˧˩ 'h,khrä̀m,qän4,歉䫡,,kʰʅæm˧˩ 'h,khrä̀m,2,陷,
2702,去32霰,溪,四,開,先,去,山,苦甸,kʰiɛn˧˩ 'h,khièn,qän4,俔牽菣蜆㯠涀汧䵖,,kʰiɛn˧˩ 'h,khièn,8,霰,
2717,去33線,溪,三,開,仙A,去,山,去戰,kʰiæn˧˩ 'h,khiä̀n,qän4,譴遣䪈晵繾,,kʰiæn˧˩ 'h,khiä̀n,5,霰,
760,下平8戈,溪,三,開,戈,平,果,丘伽,kʰɨɒ˧˧,khyö,qe1,佉呿㰦𠋧,,kʰɨɒ˧˧,khyö,4,歌,
759,下平8戈,群,三,開,戈,平,果,求迦,gɨɒ˧˧,gyö,qe2,伽茄枷,,gɨɒ˧˧,gyö,3,歌,
3483,入16屑,溪,四,開,先,入,山,苦結,kʰiɛt˥,khiet,qe5,猰䫔挈㼤𡔣契栔鍥蛪,,kʰiɛt˥,khiet,9,屑,
3499,入17薛,溪,三,開,仙B,入,山,丘竭,kʰɨæt˥,khyät,qe5,朅揭藒愒𡐤,,kʰɨæt˥,khyät,5,屑,
3860,入33業,溪,三,開,嚴,入,咸,去劫,kʰɨɒp˥,khyöp,qe5,怯抾呿胠魥𠩂㾀㹤𤴼,,kʰɨɒp˥,khyöp,9,洽,
3822,入29葉,溪,三,開,鹽A,入,咸,去涉,kʰiæp˥,khiäp,qe5,𤷾,,kʰiæp˥,khiäp,1,葉,
3829,入30怗,溪,四,開,添,入,咸,苦協,kʰiɛp˥,khiep,qe5,愜㥦悏匧篋㾜㤲㛍,,kʰiɛp˥,khiep,8,葉,
107,上平5支,溪,三,開,支B,平,止,去奇,kʰɨɪ˧˧,khyï,qi1,㩻觭踦㱦崎𦖊碕𤘌㥓䗁攲崎榿,,kʰɨɪ˧˧,khyï,11,支,
195,上平7之,溪,三,開,之,平,止,去其,kʰɨ˧˧,khy,qi1,欺娸䫥䫏𠐾魌僛𪅾𪀩䶞抾,,kʰɨ˧˧,khy,11,支,
209,上平7之,溪,三,開,之,平,止,丘之,kʰɨ˧˧,khy,qi1,抾,改匣母 玄之切,ɣɨ˧˧,xy,1,支,
315,上平12齊,溪,四,開,齊,平,蟹,苦奚,kʰiɛi˧˧,khiei,qi1,谿嵠溪磎鸂檕螇𤳤,,kʰiɛi˧˧,khiei,8,齊,
218,上平8微,群,三,開,微,平,止,渠希,gɨəi˧˧,gyëi,qi2,祈頎旂𩴆畿㙨崎碕圻刏𧰙𦠄俟幾蚚玂蟣岓𪙧,,gɨəi˧˧,gyëi,19,微,
104,上平5支,群,三,開,支B,平,止,渠羈,gɨɪ˧˧,gyï,qi2,奇(竒)琦騎鵸鬾碕㩽𢺷錡,,gɨɪ˧˧,gyï,10,支,弜(其丈切非其支切)
105,上平5支,群,三,開,支A,平,止,巨支,giɪ˧˧,giï,qi2,祇示衹岐歧𨙸馶疧蚑忯䞚翄𢻚軝𩉬芪汥跂䲬蚑䉻𦭲伎𨱜𠁭,,giɪ˧˧,giï,25,支,
158,上平6脂,群,三,開,脂A,平,止,渠脂,gi˧˧,gi,qi2,鬐𦓀耆愭𧡺𥉙䅲祁𨪌鰭鮨,,gi˧˧,gi,11,支,
192,上平7之,群,三,開,之,平,止,渠之,gɨ˧˧,gy,qi2,其期旗綦綨𢃛萁𧯯蜝琪麒騏淇䳢錤藄棊櫀碁(棋)𤪌璂鯕蘄祺禥踑𦪆䑴畁䶞蜝(蜞)亓,,gɨ˧˧,gy,30,支,
1313,上7尾,溪,三,開,微,上,止,袪狶,kʰɨəi˨˦ 'x,khyë́i,qi3,豈䔇,,kʰɨəi˨˦ 'x,khyë́i,2,尾,
1214,上4紙,溪,三,開,支B,上,止,墟彼,kʰɨɪ˨˦ 'x,khyḯ,qi3,綺婍碕䞚㥓觭㾨,,kʰɨɪ˨˦ 'x,khyḯ,7,紙,
1248,上4紙,溪,三,開,支A,上,止,丘弭,kʰiɪ˨˦ 'x,khiḯ,qi3,企跂,,kʰiɪ˨˦ 'x,khiḯ,2,紙,
1299,上6止,溪,三,開,之,上,止,墟里,kʰɨ˨˦ 'x,khý,qi3,起邔杞屺玘芑,,kʰɨ˨˦ 'x,khý,6,紙,
1402,上11薺,溪,四,開,齊,上,蟹,康禮,kʰiɛi˨˦ 'x,khiéi,qi3,啓(啟)棨綮卟䭬稽晵闙启䏿㒅䡔,,kʰiɛi˨˦ 'x,khiéi,12,薺,
2176,去5寘,溪,三,開,支A,去,止,去智,kʰiɪ˧˩ 'h,khiï̀,qi4,企𢺵跂𨑤蚑吱,,kʰiɪ˧˩ 'h,khiï̀,6,寘,
2196,去5寘,溪,三,開,支B,去,止,卿義,kʰɨɪ˧˩ 'h,khyï̀,qi4,㞆掎,,kʰɨɪ˧˩ 'h,khyï̀,2,寘,
2218,去6至,溪,三,開,脂A,去,止,詰利,kʰi˧˩ 'h,khì,qi4,棄弃夡㞓蟿,,kʰi˧˩ 'h,khì,5,寘,
2231,去6至,溪,三,開,脂B,去,止,去冀,kʰɨi˧˩ 'h,khyì,qi4,器,,kʰɨi˧˩ 'h,khyì,1,寘,
2274,去7志,溪,三,開,之,去,止,去吏,kʰɨ˧˩ 'h,khỳ,qi4,亟唭䀈,,kʰɨ˧˩ 'h,khỳ,3,寘,
2287,去8未,溪,三,開,微,去,止,去旣,kʰɨəi˧˩ 'h,khyë̀i,qi4,氣炁气汽盵䀈,,kʰɨəi˧˩ 'h,khyë̀i,5,未,
2371,去12霽,溪,四,開,齊,去,蟹,苦計,kʰiɛi˧˩ 'h,khièi,qi4,契栔罊䏿蟿𦩣𢢞𡢖䫔䁈恝,,kʰiɛi˧˩ 'h,khièi,10,霽,
2408,去13祭,溪,三,開,祭B,去,蟹,去例,kʰɨɛj˧˩ 'h,khyèj,qi4,憩𡳅䔾愒揭甈螅,,kʰɨɛj˧˩ 'h,khyèj,6,霽,
3353,入9迄,溪,三,開,欣,入,臻,去訖,kʰɨət˥,khyët,qi5,乞䒗契,,kʰɨət˥,khyët,3,物,
3758,入26緝,溪,三,開,侵B,入,深,去急,kʰɨp˥,khyp,qi5,泣㬤湆,,kʰɨp˥,khyp,3,緝,
3708,入24職,溪,三,開,蒸,入,曾,丘力,kʰɨk˥,khyk,qi5,䩯,,kʰɨk˥,khyk,1,職,
3294,入5質,溪,三,開,眞A,入,臻,去吉,kʰit˥,khit,qi5,詰蛣𩢴趌,,kʰit˥,khit,4,質,
3680,入23錫,溪,四,開,青,入,梗,苦擊,kʰiɛk˥,khiek,qi5,燩𢶡𣪠喫𠿊𥍰𢿣𢢞䍊,,kʰiɛk˥,khiek,9,錫,𢞒(𢢞)
3605,入20陌,溪,三,開,庚,入,梗,綺戟,kʰɨæk˥,khyäk,qi5,隙郤綌𠊬𧯈𡭴𠶸,,kʰɨæk˥,khyäk,7,陌,
1062,下平21侵,溪,三,開,侵B,平,深,去金,kʰɨm˧˧,khym,qin1,欽菳衾嶔顉,,kʰɨm˧˧,khym,5,侵,
883,下平12庚,溪,三,開,庚,平,梗,去京,kʰɨæŋ˧˧,khyäng,qin1,卿,,kʰɨæŋ˧˧,khyäng,1,庚,
920,下平14清,溪,三,開,清,平,梗,去盈,kʰiæŋ˧˧,khiäng,qin1,輕𨆪鑋,,kʰiæŋ˧˧,khiäng,3,庚,
